"This one sheet workbook contains data from UC Irvine regarding lane useage and sharing between cyclists, pedestrians and automobile drivers as well as their framilliarity and use of technology.",,,,,,,,,,,,,,,,,,,,,
Respondent ID,Start Date,End Date,Familiarity With Tech,Shared Cyclist,Shared Pedestrian,Safe Human,Proving Ground,Speed 25 Mph,Report Safety Incident,Zip Code,Auto Owner,Smartphone Owner,Age,Example of a bike lane not shared with traffic,,,,,,,
10472801388,1/17/2019,1/17/2019,Somewhat familiar,Not sure,No,3,Somewhat Disapprove,Not sure,Yes,15206,Yes,Yes,35-44,,,,,,,,
10472801045,1/17/2019,1/17/2019,Somewhat familiar,Yes,No,2,Somewhat Approve,Yes,Yes,15224,Yes,Yes,35-44,,,,,,,,
10472794119,1/17/2019,1/17/2019,Somewhat familiar,No,Yes,3,Approve,Not sure,Yes,15211,Yes,Yes,35-44,,,,,,,,
10472779191,1/17/2019,1/17/2019,Somewhat familiar,Yes,Yes,3,Somewhat Disapprove,Yes,Yes,15145,Yes,Yes,35-44,,,,,,,,
10472765777,1/17/2019,1/17/2019,Extremely familiar,Yes,No,2,Neutral,Not sure,Yes,15224,Yes,Yes,35-44,,,,,,,,
10472706788,1/17/2019,1/17/2019,Somewhat familiar,Yes,Yes,4,Disapprove,Yes,Yes,15224,Yes,Yes,35-44,,,,,,,,
10472686445,1/17/2019,1/17/2019,Somewhat familiar,Yes,Yes,2,Neutral,Not sure,Yes,15317,Yes,Yes,35-44,,,,,,,,
10472672356,1/17/2019,1/17/2019,Mostly familiar,Not sure,Yes,4,Somewhat Approve,Yes,Yes,15216,Yes,Yes,35-44,,,,,,,,
10472662243,1/17/2019,1/17/2019,Mostly familiar,Yes,Yes,2,Approve,No,Yes,15226,Yes,Yes,35-44,,,,,,,,
10472655599,1/17/2019,1/17/2019,Somewhat familiar,Yes,Yes,3,Approve,No,Yes,15147,Yes,Yes,35-44,,,,,,,,
10472645448,1/17/2019,1/17/2019,Somewhat familiar,Yes,Yes,2,Approve,No,Yes,15120,Yes,Yes,35-44,,,,,,,,
10472551821,1/17/2019,1/17/2019,Mostly familiar,No,No,3,Approve,No,No,15212,Yes,Yes,35-44,,,,,,,,
10472513365,1/17/2019,1/17/2019,Extremely familiar,No,Yes,3,Approve,No,Yes,15243,Yes,Yes,35-44,,,,,,,,
10472374692,1/17/2019,1/17/2019,Somewhat familiar,Yes,Yes,4,Somewhat Disapprove,Yes,Yes,15224,Yes,Yes,35-44,,,,,,,,
10472308490,1/17/2019,1/17/2019,Mostly familiar,Not sure,Yes,2,Approve,Not sure,Yes,15211,Yes,Yes,35-44,,,,,,,,
10472195964,1/17/2019,1/17/2019,Mostly familiar,No,No,3,Somewhat Approve,Yes,Yes,15223,Yes,Yes,35-44,,,,,,,,
10472179069,1/16/2019,1/16/2019,Not familiar at all,Yes,No,3,Neutral,No,Yes,15205,Yes,Yes,35-44,,,,,,,,
10472171552,1/16/2019,1/16/2019,Mostly familiar,Yes,No,3,Approve,No,Yes,44425,Yes,Yes,35-44,,,,,,,,
10472146531,1/16/2019,1/16/2019,Extremely familiar,No,Yes,3,Approve,Not sure,Yes,15201,Yes,Yes,35-44,,,,,,,,
10472145412,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,2,Approve,Not sure,Yes,15213,Yes,Yes,35-44,,,,,,,,
10472140447,1/16/2019,1/16/2019,Somewhat familiar,No,No,4,Disapprove,Yes,Yes,15212,Yes,Yes,35-44,,,,,,,,
10472120670,1/16/2019,1/16/2019,Extremely familiar,No,Yes,4,Somewhat Disapprove,No,Yes,15222,Yes,Yes,35-44,,,,,,,,
10472101672,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,3,Neutral,Yes,Yes,15212,Yes,Yes,35-44,,,,,,,,
10472100205,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,3,Disapprove,Yes,Yes,15219,Yes,Yes,35-44,,,,,,,,
10472091694,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,2,Approve,Yes,Yes,15201,Yes,Yes,35-44,,,,,,,,
10472078544,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,No,Yes,15232,Yes,Yes,35-44,,,,,,,,
10472071570,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,Not sure,Yes,15217,Yes,Yes,35-44,,,,,,,,
10472071424,1/16/2019,1/16/2019,Somewhat familiar,No,No,3,Approve,Not sure,Yes,15241,Yes,Yes,35-44,,,,,,,,
10472067552,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,3,Neutral,No,Yes,15237,Yes,Yes,35-44,,,,,,,,
10472066832,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,4,Approve,No,Yes,15212,Yes,Yes,35-44,,,,,,,,
10472036242,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,1,Somewhat Approve,Yes,Yes,15206,Yes,Yes,35-44,,,,,,,,
10472017223,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,2,Approve,Yes,Not sure,15224,No,Yes,35-44,,,,,,,,
10472014886,1/16/2019,1/16/2019,Mostly familiar,No,No,2,Somewhat Disapprove,Yes,Yes,15139,Yes,Yes,35-44,,,,,,,,
10472012493,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,2,Somewhat Approve,Yes,Yes,15211,Yes,Yes,35-44,,,,,,,,
10472010771,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,2,Approve,Not sure,Yes,15221,Yes,Yes,35-44,,,,,,,,
10471996153,1/16/2019,1/16/2019,Mostly familiar,Not sure,Not sure,1,Somewhat Disapprove,Yes,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471993112,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Yes,3,Disapprove,Yes,Yes,15207,Yes,Yes,35-44,,,,,,,,
10471991711,1/16/2019,1/16/2019,Mostly familiar,No,Yes,3,Disapprove,Not sure,Yes,15221,Yes,Yes,35-44,,,,,,,,
10471988453,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,3,Somewhat Approve,No,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471987128,1/16/2019,1/16/2019,Mostly familiar,No,No,3,Approve,No,Yes,15221,Yes,Yes,35-44,,,,,,,,
10471977138,1/16/2019,1/16/2019,Mostly familiar,Not sure,Not sure,1,Approve,Not sure,No,15203,Yes,Yes,35-44,,,,,,,,
10471974660,1/16/2019,1/16/2019,Mostly familiar,Yes,No,4,Approve,No,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471962857,1/16/2019,1/16/2019,Extremely familiar,Yes,No,1,Somewhat Approve,Yes,Yes,15227,Yes,Yes,35-44,,,,,,,,
10471946101,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,3,Somewhat Disapprove,Yes,Yes,15104,Yes,Yes,35-44,,,,,,,,
10471943823,1/16/2019,1/16/2019,Somewhat familiar,No,No,3,Somewhat Approve,Not sure,Yes,15221,Yes,Yes,35-44,,,,,,,,
10471942985,1/16/2019,1/16/2019,Somewhat familiar,No,No,1,Approve,Yes,Yes,15201,No,Yes,35-44,,,,,,,,
10471939627,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Approve,Not sure,Yes,15227,Yes,Yes,35-44,,,,,,,,
10471937563,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,4,Somewhat Approve,Not sure,Yes,15224,Yes,Yes,35-44,,,,,,,,
10471935374,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,3,Somewhat Approve,No,Yes,15221,Yes,Yes,35-44,,,,,,,,
10471933329,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,2,Somewhat Approve,Yes,Yes,15203,Yes,Yes,35-44,,,,,,,,
10471932214,1/16/2019,1/16/2019,Somewhat familiar,Yes,Not sure,1,Approve,No,No,15220,Yes,Yes,35-44,,,,,,,,
10471931232,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,4,Approve,No,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471931177,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,5,Approve,No,No,15212,Yes,Yes,35-44,,,,,,,,
10471928688,1/16/2019,1/16/2019,Not familiar at all,No,Yes,3,Approve,Yes,Yes,15106,Yes,Yes,35-44,,,,,,,,
10471927900,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,2,Approve,No,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471915457,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,5,Somewhat Disapprove,Yes,Yes,15102,Yes,Yes,35-44,,,,,,,,
10471902653,1/16/2019,1/16/2019,Somewhat familiar,No,No,4,Approve,No,Yes,15202,Yes,Yes,35-44,,,,,,,,
10471899964,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,4,Disapprove,Yes,Yes,15214,Yes,Yes,35-44,,,,,,,,
10471895172,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,2,Approve,Not sure,Yes,15221,Yes,Yes,35-44,,,,,,,,
10471892144,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,Not sure,Yes,15219,Yes,Yes,35-44,,,,,,,,
10471889585,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,1,Somewhat Approve,Yes,Yes,15068,Yes,Yes,35-44,,,,,,,,
10471886637,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,4,Somewhat Approve,Yes,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471883824,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Somewhat Disapprove,Yes,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471882984,1/16/2019,1/16/2019,Mostly familiar,Yes,No,3,Somewhat Approve,Yes,Yes,15217,Yes,Yes,35-44,,,,,,,,
10471880828,1/16/2019,1/16/2019,Mostly familiar,No,No,3,Approve,Not sure,Yes,15232,No,Yes,35-44,,,,,,,,
10471873101,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,2,Neutral,Not sure,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471871191,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Neutral,Yes,Yes,15206,Yes,Yes,35-44,,,,,,,,
10471868437,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,2,Approve,Not sure,Yes,15222,Yes,Yes,35-44,,,,,,,,
10471863331,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,2,Approve,Yes,Yes,15217,Yes,Yes,35-44,,,,,,,,
10471859783,1/16/2019,1/16/2019,Mostly familiar,No,Yes,3,Somewhat Approve,Yes,Yes,15228,Yes,Yes,35-44,,,,,,,,
10471859508,1/16/2019,1/16/2019,Mostly familiar,No,Yes,2,Somewhat Disapprove,Yes,Yes,15201,No,Yes,35-44,,,,,,,,
10471851628,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,2,Somewhat Disapprove,Yes,Yes,15217,Yes,Yes,35-44,,,,,,,,
10471850868,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,1,Somewhat Approve,Not sure,Yes,15224,Yes,Yes,35-44,,,,,,,,
10471837932,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,2,Somewhat Approve,Not sure,Not sure,15224,Yes,Yes,35-44,,,,,,,,
10471834288,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Somewhat Approve,No,No,15212,Yes,Yes,35-44,,,,,,,,
10471830054,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,No,Yes,15218,Yes,Yes,35-44,,,,,,,,
10471828319,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,3,Approve,No,Yes,15217,Yes,Yes,35-44,,,,,,,,
10471825964,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Somewhat Disapprove,Not sure,Yes,15201,Yes,Yes,35-44,,,,,,,,
10471824758,1/16/2019,1/16/2019,Somewhat familiar,Not sure,No,2,Neutral,Yes,Yes,15217,Yes,Yes,35-44,,,,,,,,
10471821639,1/16/2019,1/16/2019,Not familiar at all,Not sure,Yes,3,Approve,No,Yes,15216,Yes,Yes,35-44,,,,,,,,
10471819451,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,2,Somewhat Approve,No,Yes,15201,Yes,Yes,35-44,,,,,,,,
10471819255,1/16/2019,1/16/2019,Extremely familiar,Yes,No,2,Approve,No,Yes,15084,Yes,Yes,35-44,,,,,,,,
10471811809,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,2,Neutral,Yes,Not sure,15201,Yes,Yes,35-44,,,,,,,,
10471807653,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,4,Somewhat Approve,Not sure,Yes,15201,Yes,Yes,35-44,,,,,,,,
10471792132,1/16/2019,1/16/2019,Somewhat familiar,No,No,4,Approve,Not sure,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471790125,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Yes,4,Neutral,Yes,Yes,15207,Yes,Yes,45-54,,,,,,,,
10471782197,1/16/2019,1/16/2019,Mostly familiar,Not sure,Not sure,3,Neutral,Not sure,Yes,15135,Yes,Yes,45-54,,,,,,,,
10471773437,1/16/2019,1/16/2019,Mostly familiar,Yes,No,2,Approve,No,No,15211,Yes,Yes,45-54,,,,,,,,
10471760075,1/16/2019,1/16/2019,Somewhat familiar,No,Not sure,2,A,No,Yes,15228,Yes,Yes,45-54,,,,,,,,
10471745787,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Approve,No,No,15211,Yes,Yes,45-54,,,,,,,,
10471735887,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,3,Approve,Yes,No,15201,Yes,Yes,45-54,,,,,,,,
10471735282,1/16/2019,1/16/2019,Extremely familiar,No,Yes,2,Somewhat Approve,Yes,Yes,15215,Yes,Yes,45-54,,,,,,,,
10471715582,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,2,Approve,No,Yes,15224,Yes,Yes,45-54,,,,,,,,
10471714973,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Yes,2,Neutral,Yes,Yes,38107,Yes,Yes,45-54,,,,,,,,
10471713700,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,4,Approve,Not sure,Not sure,15601,Yes,Yes,45-54,,,,,,,,
10471711420,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,3,Neutral,Yes,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471710954,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,1,Approve,No,Yes,15212,Yes,Yes,45-54,,,,,,,,
10471706375,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,3,Approve,No,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471702422,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,3,Somewhat Disapprove,Yes,Yes,15234,Yes,Yes,45-54,,,,,,,,
10471696264,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Neutral,Yes,Yes,15237,Yes,Yes,45-54,,,,,,,,
10471690099,1/16/2019,1/16/2019,Not familiar at all,Yes,No,4,Disapprove,No,Yes,15003,Yes,Yes,45-54,,,,,,,,
10471681675,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,1,Disapprove,Yes,Yes,15203,Yes,Yes,45-54,,,,,,,,
10471673164,1/16/2019,1/16/2019,Extremely familiar,Not sure,Not sure,2,Approve,Not sure,Yes,15068,Yes,Yes,45-54,,,,,,,,
10471669985,1/16/2019,1/16/2019,Mostly familiar,No,Yes,3,Somewhat Approve,Not sure,Yes,15227,Yes,Yes,45-54,,,,,,,,
10471667916,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,3,Somewhat Approve,Not sure,Yes,15235,Yes,Yes,45-54,,,,,,,,
10471664738,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,1,Disapprove,Yes,Yes,15213,Yes,Yes,45-54,,,,,,,,
10471660048,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Somewhat Approve,Not sure,Yes,15216,Yes,Yes,45-54,,,,,,,,
10471658140,1/16/2019,1/16/2019,Extremely familiar,Yes,No,3,Somewhat Approve,Not sure,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471654396,1/16/2019,1/16/2019,Somewhat familiar,Not sure,No,1,Neutral,Not sure,No,15221,Yes,Yes,45-54,,,,,,,,
10471654214,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,4,Approve,No,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471651957,1/16/2019,1/16/2019,Extremely familiar,No,No,2,Neutral,Not sure,Yes,15090,Yes,Yes,45-54,,,,,,,,
10471650594,1/16/2019,1/16/2019,Somewhat familiar,Not sure,No,2,Approve,No,Yes,15116,Yes,Yes,45-54,,,,,,,,
10471648374,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,3,Approve,Yes,Yes,15218,Yes,Yes,45-54,,,,,,,,
10471648305,1/16/2019,1/16/2019,Not familiar at all,No,No,3,Neutral,Yes,Yes,15133,Yes,Yes,45-54,,,,,,,,
10471647859,1/16/2019,1/16/2019,Extremely familiar,No,No,3,Approve,Not sure,Yes,15221,Yes,Yes,45-54,,,,,,,,
10471647358,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,Not sure,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471647082,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,3,Somewhat Disapprove,Yes,Yes,16150,Yes,Yes,45-54,,,,,,,,
10471643899,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,2,Approve,Not sure,Yes,15243,Yes,Yes,45-54,,,,,,,,
10471639994,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,2,Approve,No,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471636265,1/16/2019,1/16/2019,Mostly familiar,No,Yes,3,Approve,A,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471632617,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,2,Somewhat Approve,Yes,Yes,15203,Yes,Yes,45-54,,,,,,,,
10471620874,1/16/2019,1/16/2019,Mostly familiar,No,No,2,Approve,Yes,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471618929,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,1,Somewhat Approve,Yes,Yes,15221,Yes,Yes,45-54,,,,,,,,
10471613781,1/16/2019,1/16/2019,Somewhat familiar,No,No,3,Somewhat Approve,Yes,Yes,15241,Yes,Yes,45-54,,,,,,,,
10471610906,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,4,Approve,No,Not sure,16066,Yes,Yes,45-54,,,,,,,,
10471609883,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,No,Not sure,15236,Yes,Yes,45-54,,,,,,,,
10471597642,1/16/2019,1/16/2019,Mostly familiar,No,Yes,2,Approve,Yes,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471592734,1/16/2019,1/16/2019,Somewhat familiar,Not sure,No,1,Approve,No,Yes,15202,Yes,Yes,45-54,,,,,,,,
10471587562,1/16/2019,1/16/2019,Mostly familiar,Yes,No,3,Somewhat Approve,Yes,Yes,15221,Yes,Yes,45-54,,,,,,,,
10471585212,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,2,Approve,No,No,15217,Yes,Yes,45-54,,,,,,,,
10471581999,1/16/2019,1/16/2019,Extremely familiar,Not sure,Not sure,3,Somewhat Approve,No,Yes,15219,Yes,Yes,45-54,,,,,,,,
10471573014,1/16/2019,1/16/2019,Extremely familiar,Not sure,Yes,4,Approve,No,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471566032,1/16/2019,1/16/2019,Mostly familiar,No,No,4,Disapprove,No,Yes,15212,Yes,Yes,45-54,,,,,,,,
10471565407,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,4,Disapprove,Yes,Yes,15229,Yes,Yes,45-54,,,,,,,,
10471564339,1/16/2019,1/16/2019,Mostly familiar,No,No,3,Somewhat Approve,No,Yes,15122,Yes,Yes,45-54,,,,,,,,
10471562101,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Yes,2,Approve,Yes,Yes,15216,Yes,Yes,45-54,,,,,,,,
10471561930,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,3,Approve,Not sure,Yes,15136,Yes,Yes,45-54,,,,,,,,
10471558930,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,4,Approve,Yes,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471558789,1/16/2019,1/16/2019,Extremely familiar,Yes,No,3,Approve,No,No,16001,Yes,Yes,45-54,,,,,,,,
10471555444,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Somewhat Approve,Yes,Yes,15146,Yes,Yes,45-54,,,,,,,,
10471555255,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Somewhat Approve,Yes,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471542759,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,3,Approve,No,Yes,16046,Yes,Yes,45-54,,,,,,,,
10471541905,1/16/2019,1/16/2019,Not familiar at all,Yes,No,4,Approve,Not sure,Yes,15203,Yes,Yes,45-54,,,,,,,,
10471533652,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Somewhat Approve,Yes,Yes,15215,Yes,Yes,45-54,,,,,,,,
10471529329,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Approve,Not sure,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471521225,1/16/2019,1/16/2019,Extremely familiar,No,No,4,Neutral,No,Not sure,15230,Yes,Yes,45-54,,,,,,,,
10471520427,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,2,Somewhat Approve,No,Yes,15212,Yes,Yes,45-54,,,,,,,,
10471518659,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,2,Approve,Yes,Yes,15218,Yes,Yes,45-54,,,,,,,,
10471513000,1/16/2019,1/16/2019,Somewhat familiar,No,No,3,Somewhat Approve,Not sure,Yes,15216,Yes,No,45-54,,,,,,,,
10471511870,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,4,Disapprove,Yes,Yes,15108,Yes,No,45-54,,,,,,,,
10471503401,1/16/2019,1/16/2019,Somewhat familiar,Not sure,No,3,Somewhat Approve,Yes,Yes,15218,Yes,Yes,45-54,,,,,,,,
10471503063,1/16/2019,1/16/2019,Mostly familiar,No,Yes,3,Neutral,Not sure,Yes,15218,Yes,Yes,45-54,,,,,,,,
10471499915,1/16/2019,1/16/2019,Mostly familiar,Not sure,Yes,3,Somewhat Approve,No,Yes,15238,Yes,Yes,45-54,,,,,,,,
10471492483,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,4,Approve,No,Yes,15221,Yes,Yes,45-54,,,,,,,,
10471489586,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,3,Disapprove,Yes,Yes,15228,Yes,Yes,45-54,,,,,,,,
10471486970,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,2,Approve,Yes,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471486315,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Not sure,1,Approve,Yes,Yes,15236,Yes,Yes,45-54,,,,,,,,
10471479318,1/16/2019,1/16/2019,Mostly familiar,Not sure,No,2,Neutral,Yes,Yes,15102,Yes,Yes,45-54,,,,,,,,
10471473828,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,Yes,Yes,15235,Yes,Yes,45-54,,,,,,,,
10471466403,1/16/2019,1/16/2019,Not familiar at all,No,No,3,Somewhat Approve,Yes,Yes,15057,Yes,Yes,45-54,,,,,,,,
10471465342,1/16/2019,1/16/2019,Extremely familiar,Yes,Yes,2,Neutral,Not sure,Yes,15228,Yes,Yes,45-54,,,,,,,,
10471460930,1/16/2019,1/16/2019,Extremely familiar,Yes,No,1,Approve,No,No,15203,Yes,Yes,45-54,,,,,,,,
10471457377,1/16/2019,1/16/2019,Somewhat familiar,No,No,2,Approve,No,Yes,15367,Yes,Yes,45-54,,,,,,,,
10471456236,1/16/2019,1/16/2019,Mostly familiar,Not sure,Yes,3,Approve,No,Yes,15228,Yes,Yes,45-54,,,,,,,,
10471456135,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,3,Somewhat Approve,Yes,Yes,15232,Yes,Yes,45-54,,,,,,,,
10471448035,1/16/2019,1/16/2019,Somewhat familiar,No,No,3,Somewhat Disapprove,Yes,Yes,15129,Yes,Yes,45-54,,,,,,,,
10471447464,1/16/2019,1/16/2019,Not familiar at all,No,Yes,3,Approve,No,Yes,15232-1418,Yes,Yes,45-54,,,,,,,,
10471446640,1/16/2019,1/16/2019,Extremely familiar,Not sure,Not sure,3,Approve,No,No,15236,Yes,Yes,45-54,,,,,,,,
10471445998,1/16/2019,1/16/2019,Somewhat familiar,No,No,3,Somewhat Disapprove,Not sure,Yes,15143,Yes,Yes,45-54,,,,,,,,
10471445996,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,1,Somewhat Approve,Yes,Yes,15208,Yes,Yes,45-54,,,,,,,,
10471440964,1/16/2019,1/16/2019,Mostly familiar,No,Yes,4,Somewhat Approve,No,Yes,15636,Yes,Yes,45-54,,,,,,,,
10471440010,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,No,Yes,15206,Yes,Yes,45-54,,,,,,,,
10471438647,1/16/2019,1/16/2019,Not familiar at all,Yes,Yes,3,Approve,Not sure,Not sure,15219,Yes,Yes,45-54,,,,,,,,
10471431945,1/16/2019,1/16/2019,Not familiar at all,No,Yes,3,Approve,No,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471421645,1/16/2019,1/16/2019,Somewhat familiar,Yes,Yes,5,Neutral,Yes,Yes,15227,Yes,Yes,45-54,,,,,,,,
10471420913,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,2,Somewhat Approve,Yes,Yes,16066,Yes,Yes,45-54,,,,,,,,
10471416008,1/16/2019,1/16/2019,Somewhat familiar,Not sure,Yes,3,Somewhat Approve,Not sure,Yes,15218,Yes,Yes,45-54,,,,,,,,
10471412131,1/16/2019,1/16/2019,Extremely familiar,Yes,Not sure,2,Somewhat Approve,Not sure,Yes,15224,No,Yes,45-54,,,,,,,,
10471405892,1/16/2019,1/16/2019,Mostly familiar,Not sure,Yes,3,Approve,No,No,15201,Yes,Yes,45-54,,,,,,,,
10471405843,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Disapprove,Yes,Yes,15217,Yes,Yes,45-54,,,,,,,,
10471398092,1/16/2019,1/16/2019,Not familiar at all,Yes,No,3,Approve,Not sure,Yes,15202,Yes,Yes,45-54,,,,,,,,
10471395163,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Approve,Yes,Yes,15214,Yes,Yes,45-54,,,,,,,,
10471392671,1/16/2019,1/16/2019,Extremely familiar,No,No,2,Somewhat Disapprove,Yes,Yes,15202,No,Yes,45-54,,,,,,,,
10471391119,1/16/2019,1/16/2019,Mostly familiar,No,Yes,3,Approve,Not sure,Yes,15238,Yes,Yes,45-54,,,,,,,,
10471386297,1/16/2019,1/16/2019,Mostly familiar,Yes,Yes,3,Disapprove,Yes,Yes,15221,No,Yes,45-54,,,,,,,,
10471385719,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,2,Approve,Not sure,Yes,15147,Yes,Yes,45-54,,,,,,,,
10471384838,1/16/2019,1/16/2019,Somewhat familiar,Yes,No,3,Approve,No,No,15233,Yes,Yes,45-54,,,,,,,,
10471380756,1/16/2019,1/16/2019,Somewhat familiar,No,Yes,3,Approve,Not sure,Yes,15222,Yes,Yes,45-54,,,,,,,,
